"REF_HEARING_TYPE_ID","HEARING_TYPE_CODE","HEARING_TYPE_DESC","CATEGORY","SEQ_NO","LIST_SEQUENCE","LAST_UPDATE_DATE","CREATION_DATE","CREATED_BY","LAST_UPDATED_BY","VERSION","COURT_ID","OBS_IND"
18463,"SCS","For Solicitor to Show Cause","U",820,1920,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18464,"SCY","For Surety to Show Cause","U",830,1930,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18465,"SCW","For Witness to Show Cause","U",840,1940,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18466,"APL","For Appeal","U",150,480,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18467,"HRG","For Hearing","U",400,700,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18468,"PHD","Part Heard","U",500,750,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18469,"RJT","For Reserved Judgment","U",620,1010,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18470,"RIN","For Return Injunction","C",710,1550,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18471,"TRA","For Application to Terminate Restriction Order","T",430,1400,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18472,"AGA","For Appeal under the Gaming Act 1968","A",100,540,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18473,"REV","For Review","C",720,1020,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18474,"TRL","For Trial","C",800,40,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18475,"REV","For Review","U",640,1020,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18476,"PRA","For Application under the Proceeds of Crime Act 2002","T",480,1490,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18477,"BFA","For Application to Break Fixture","C",120,1320,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18478,"DIR","For Directions","C",350,810,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18479,"FHA","For Application to Fix Hearing Date","C",130,1340,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18480,"LAA","For Application to Add to List","C",140,1350,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18481,"BRG","For Application to Rescind Grant of Bail","S",220,1220,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18482,"BRG","For Application to Rescind Grant of Bail","A",220,1220,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18483,"BRG","For Application to Rescind Grant of Bail","U",40,1220,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18484,"RLA","For Application to Remove from List","C",150,1330,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18325,"BPS","Breach of Partly Suspended Sentence","S",90,1700,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18326,"BSS","Breach of Suspended Sentence","S",100,1710,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18327,"CSE","Committal for Sentence","S",150,410,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18328,"CSS","Committals for Sentence","S",160,400,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18329,"CSP","Committal for Sentence (Part Heard)","S",170,420,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18330,"AHC","For Appeal in respect of Hackney Carriage Licence","A",110,550,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18331,"APH","Appeal (Part Heard)","A",20,490,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18332,"ACN","For Appeal against Conviction","A",30,450,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18333,"ACS","For Appeal against Conviction and Sentence","A",40,460,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18334,"ASE","For Appeal against Sentence","A",50,470,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18335,"BLA","For Application for Bail","U",30,1210,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18336,"ACO","For Appeal against Compensation Order","A",60,500,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18337,"ABG","For Appeal under the Betting, Gaming and Lotteries Act 1963","A",70,510,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18338,"ACY","For Appeal under the Children and Young Persons Act 1969","A",80,520,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18339,"ACF","For Appeal in respect of Firearms Certificate","A",90,530,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18340,"BFA","For Application to Break Fixture","U",60,1320,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18341,"APL","For Appeal","C",10,480,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18342,"APH","Appeal (Part Heard)","C",20,490,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18343,"ADJ","For Appeal against District Judge's Order","C",30,600,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18344,"APN","For Application","C",100,1300,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18345,"APN","For Application","U",10,1300,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18346,"PAF","For Plea and to Fix","T",40,230,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18347,"DSE","For Deferred Sentence","T",550,950,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18348,"DIR","For Directions","U",300,810,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18349,"DPR","For Deferred Sentence (Prosecution Released)","T",560,960,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18350,"BVA","For Application to Vary Bail Conditions","T",330,1230,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18351,"SEN","For Sentence","T",900,900,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18352,"DPR","For Deferred Sentence (Prosecution Released)","S",410,960,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18353,"SUB","For Surrender to Bail","T",1000,1200,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18354,"APN","For Application","S",200,1300,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18355,"DRA","For Application under the Drug Trafficking Act 1994","T",395,1375,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18356,"DRS","For Application under the Drug Trafficking Act 1994, and Sentence","T",405,1385,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18357,"DRA","For Application under the Drug Trafficking Act 1994","U",85,1375,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18358,"DRS","For Application under the Drug Trafficking Act 1994, and Sentence","U",95,1385,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18359,"TBK","For Trial (Backer)","T",200,80,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18360,"DTS","For Application under Drug Trafficking Offences Act 1986, and Sentence","U",90,1380,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18361,"RPA","For Application to Revoke Probation Order","T",460,1450,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18362,"RPA","For Application to Revoke Probation Order","S",310,1450,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18363,"RCF","For Application to Revoke Curfew Order","T",450,1430,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18364,"RCF","For Application to Revoke Curfew Order","S",300,1430,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18365,"RBA","For Application to Revoke Community Service Order and Probation Order","T",470,1480,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18366,"RBA","For Application to Revoke Community Service Order and Probation Order","S",320,1480,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18367,"BCF","Breach of Requirements of Curfew Order","S",45,1650,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18368,"BCP","Breach of Requirements of Community Service Order and Probation Order","S",80,1690,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18369,"BLA","For Application for Bail","T",310,1210,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18370,"PLE","For Plea","T",10,200,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18371,"PPH","Plea (Part Heard)","T",20,210,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18372,"PAD","For Plea and Directions","T",30,220,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18373,"PTN","For Plea to be Taken","T",50,240,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18374,"PPT","For Plea/Pre-Trial Review","T",70,260,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18375,"TRL","For Trial","T",100,40,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18376,"TPH","Trial (Part Heard)","T",110,110,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18377,"TNW","For Trial (No Witnesses)","T",120,90,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18378,"TIS","For Trial of Issue","T",130,100,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18379,"APN","For Application","T",300,1300,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18380,"XPA","For Application (Ex Parte)","C",110,1310,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18381,"PLY","For Preliminary Hearing","T",810,800,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18382,"CBR","Committal for Breaches","S",175,430,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18383,"AEH","Admissibility of Evidence - Half day","C",670,1050,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18384,"AEH","Admissibility of Evidence - Half day","T",80,1050,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18385,"AEH","Admissibility of Evidence - Half day","U",650,1050,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18386,"AEW","Admissibility of Evidence - Whole Day","C",680,1060,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18387,"AEW","Admissibility of Evidence - Whole Day","T",90,1060,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18388,"AEW","Admissibility of Evidence - Whole Day","U",660,1060,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18389,"CTL","Custody Time Limit application","A",245,1260,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18390,"CTL","Custody Time Limit application","C",190,1260,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18391,"CTL","Custody Time Limit application","T",345,1260,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18392,"CTL","Custody Time Limit application","U",120,1260,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18393,"TRN","For Trial","T",105,45,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18394,"PCM","Plea and Case Management","U",565,225,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18395,"PCM","Plea and Case Management","T",35,225,10-DEC-15 12:04:30,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18485,"RLA","For Application to Remove from List","U",70,1330,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18486,"INJ","For Application for Injunction","C",160,1540,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18487,"INJ","For Application for Injunction","U",110,1540,14-JUN-11 13:45:48,20-MAY-11 15:20:55,"XHIBIT","XHIBIT",19,80,"N"
18488,"CCT","Contempt of Court Proceedings","C",250,1800,14-JUN-11 13:45:48,20-MAY-11 15:20:56,"XHIBIT","XHIBIT",19,80,"N"
18245,"RLA","For Application to Remove from List","U",70,1330,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18246,"INJ","For Application for Injunction","C",160,1540,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18247,"INJ","For Application for Injunction","U",110,1540,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18248,"CCT","Contempt of Court Proceedings","C",250,1800,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18249,"RVA","For Application for Review","C",180,1430,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18250,"CPT","For Contempt","C",260,1810,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18251,"CON","Continued","C",300,760,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18252,"TPH","Trial (Part Heard)","C",810,110,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18253,"JGT","For Judgment","C",450,1000,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18254,"HRG","For Hearing","C",400,700,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18255,"MEN","For Mention","C",500,1030,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18256,"PCA","For Application under the Police and Criminal Evidence Act","T",410,1390,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18257,"MEF","For Mention and to Fix","T",760,1040,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18258,"MEF","For Mention and to Fix","C",510,1040,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18259,"MEF","For Mention and to Fix","A",560,1040,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18260,"EBW","For Execution of Bench Warrant","U",350,1240,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18261,"EBW","For Execution of Bench Warrant","T",650,1240,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18262,"EBW","For Execution of Bench Warrant","S",450,1240,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18263,"SPA","For Sentence (Prosecution to Attend)","U",710,910,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18264,"SPA","For Sentence (Prosecution to Attend)","T",910,910,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
18265,"SPA","For Sentence (Prosecution to Attend)","S",610,910,10-DEC-15 12:04:29,12-MAY-09 15:13:44,"XHIBIT","XHIBIT",117,81,"N"
